UserComments,PercentageSimilarity,MediaItems,IsRecentlyVerified,DateLastVerified,ID,UUID,ParentChargePointID,DataProviderID,DataProvidersReference,OperatorID,OperatorsReference,UsageTypeID,UsageCost,Connections,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,DateLastStatusUpdate,MetadataValues,DataQualityLevel,DateCreated,SubmissionStatusTypeID,DataProvider.WebsiteURL,DataProvider.Comments,DataProvider.DataProviderStatusType.IsProviderEnabled,DataProvider.DataProviderStatusType.ID,DataProvider.DataProviderStatusType.Title,DataProvider.IsRestrictedEdit,DataProvider.IsOpenDataLicensed,DataProvider.IsApprovedImport,DataProvider.License,DataProvider.DateLastImported,DataProvider.ID,DataProvider.Title,OperatorInfo.WebsiteURL,OperatorInfo.Comments,OperatorInfo.PhonePrimaryContact,OperatorInfo.PhoneSecondaryContact,OperatorInfo.IsPrivateIndividual,OperatorInfo.AddressInfo,OperatorInfo.BookingURL,OperatorInfo.ContactEmail,OperatorInfo.FaultReportEmail,OperatorInfo.IsRestrictedEdit,OperatorInfo.ID,OperatorInfo.Title,UsageType.IsPayAtLocation,UsageType.IsMembershipRequired,UsageType.IsAccessKeyRequired,UsageType.ID,UsageType.Title,StatusType.IsOperational,StatusType.IsUserSelectable,StatusType.ID,StatusType.Title,SubmissionStatus.IsLive,SubmissionStatus.ID,SubmissionStatus.Title,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.AddressLine2,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Country.ISOCode,AddressInfo.Country.ContinentCode,AddressInfo.Country.ID,AddressInfo.Country.Title,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.ContactEmail,AddressInfo.AccessComments,AddressInfo.RelatedURL,AddressInfo.Distance,AddressInfo.DistanceUnit,OperatorInfo,UsageType,StatusType
,,,False,2024-09-02T01:49:00Z,303028,A6280496-54AA-4DD0-B5B9-A4BAC8F0CB93,,1,,3534.0,,4.0,,"[{'ID': 569763, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 250, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 8, 'Comments': None}]",8,,,,50.0,2024-09-02T01:49:00Z,,1,2024-08-16T10:11:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.tesla.com/en_AU/support/non-tesla-supercharging,Tesla charging including support for non-tesla vehicles,,,False,,,,,False,3534.0,Tesla (including non-tesla),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,303415,Tesla Supercharger Álfabakki,Gardheimar,,Reykjavik,,109,105,IS,EU,105,Iceland,64.104189,-21.861031,,,,,,,0,,,
,,,False,2024-09-02T01:49:00Z,303027,BFDDC6EE-E2BD-4E79-B451-5A3CA2C8F8D8,,1,,3534.0,,4.0,,"[{'ID': 569762, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 250, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 3, 'Comments': None}]",3,,,,50.0,2024-09-02T01:49:00Z,,1,2024-08-16T10:09:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.tesla.com/en_AU/support/non-tesla-supercharging,Tesla charging including support for non-tesla vehicles,,,False,,,,,False,3534.0,Tesla (including non-tesla),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,303414,Tesla Supercharger Vatnagardar,24 Vatnsstígur,,Reykjavik,,104,105,IS,EU,105,Iceland,64.145035,-21.854627,,,,,,,0,,,
,,,False,2024-09-02T01:49:00Z,303026,E13B059B-5B71-448A-86C8-E2AB9C6E1931,,1,,3534.0,,4.0,,"[{'ID': 569761, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 250, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 4, 'Comments': None}]",4,,,,50.0,2024-09-02T01:49:00Z,,1,2024-08-16T10:07:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.tesla.com/en_AU/support/non-tesla-supercharging,Tesla charging including support for non-tesla vehicles,,,False,,,,,False,3534.0,Tesla (including non-tesla),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,303413,Tesla Supercharger Kirkjubæjarklaustur,6 Klausturvegur,,,,,105,IS,EU,105,Iceland,63.788881,-18.051916,,,,,,,0,,,
,,,False,2024-09-02T01:49:00Z,303025,29E0A6B4-5BD2-4B10-9586-7393FAF0B292,,1,,3534.0,,4.0,,"[{'ID': 569760, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 250, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 3, 'Comments': None}]",3,,,,50.0,2024-09-02T01:49:00Z,,1,2024-08-16T10:05:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.tesla.com/en_AU/support/non-tesla-supercharging,Tesla charging including support for non-tesla vehicles,,,False,,,,,False,3534.0,Tesla (including non-tesla),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,303412,Tesla Supercharger Höfn,1 Vikurbraut,Höfn,Sveitarfélagið Hornafjörður,,780,105,IS,EU,105,Iceland,64.250138,-15.205464,,,,,,,0,,,
,,,False,2024-09-02T01:49:00Z,303024,E09AB53B-515D-43F8-B46D-BCA87B188664,,1,,3534.0,,4.0,,"[{'ID': 569759, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 250, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 8, 'Comments': None}]",8,,,,50.0,2024-09-02T01:49:00Z,,1,2024-08-16T10:04:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.tesla.com/en_AU/support/non-tesla-supercharging,Tesla charging including support for non-tesla vehicles,,,False,,,,,False,3534.0,Tesla (including non-tesla),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,303411,Tesla Supercharger Hvolsvöllur,Hvolsvöllur,,,,,105,IS,EU,105,Iceland,63.752282,-20.235888,,,,,,,0,,,
,,,False,2024-09-02T01:49:00Z,303023,0A411011-78E5-455B-999F-839B1AFD5BF3,,1,,3534.0,,4.0,,"[{'ID': 569758, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 150, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 2, 'Comments': None}]",2,,,,50.0,2024-09-02T01:49:00Z,,1,2024-08-16T10:01:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.tesla.com/en_AU/support/non-tesla-supercharging,Tesla charging including support for non-tesla vehicles,,,False,,,,,False,3534.0,Tesla (including non-tesla),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,303410,Tesla Supercharger Egilsstaðir,Egilsstadir,,Múlaþing,,700,105,IS,EU,105,Iceland,65.25932,-14.406476,,,,,,,0,,,
,,,False,2024-09-02T01:49:00Z,303022,E4A6EDD6-C794-4631-9ADD-F2562FB91518,,1,,3534.0,,4.0,,"[{'ID': 569757, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 250, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 8, 'Comments': None}]",8,,,,50.0,2024-09-02T01:49:00Z,,1,2024-08-16T09:56:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.tesla.com/en_AU/support/non-tesla-supercharging,Tesla charging including support for non-tesla vehicles,,,False,,,,,False,3534.0,Tesla (including non-tesla),False,True,True,4.0,Public - Membership Required,True,True,50.0,Operational,True,200,Submission Published,303409,Tesla Supercharger Akureyri,Norðurtorg,,Akureyrarbær,,603,105,IS,EU,105,Iceland,65.69724,-18.138754,,,,,,,0,,,
,,,False,2024-02-20T07:43:00Z,293203,1FC9F456-2190-41D3-AC27-FD074407D5E4,,19,20985,,,,,"[{'ID': 524312, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '1', 'StatusTypeID': None, 'StatusType': None, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': 375, 'Voltage': 400, 'PowerKW': 150, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': None, 'Comments': 'Mode 4'}, {'ID': 524313, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '2', 'StatusTypeID': None, 'StatusType': None, 'LevelID': 3, 'Level': {'Comments': '40KW and Higher', 'IsFastChargeCapable': True, 'ID': 3, 'Title': 'Level 3:  High (Over 40kW)'}, 'Amps': 375, 'Voltage': 400, 'PowerKW': 150, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': None, 'Comments': 'Mode 4'}]",2,,,,0.0,2024-02-20T07:43:00Z,,2,2024-02-20T07:43:00Z,100,https://nobil.no/,"NOBIL is an open, publicly owned charging point database for the Nordic countries.",True,30,Partially Automated (Ad-Hoc Import),False,True,True,NOBIL by Enova is licensed under a Creative Commons Attribution 4.0 International (CC BY 4.0) License.,2024-02-20T07:44:16.16Z,19,NOBIL,,,,,,,,,,,,,,,,,,,True,0.0,Unknown,True,100,Imported and Published,293590,Ísorka - Olís Húsavík (Í uppsetningu),Garðarsbraut ,,Húsavík,Norðurland eystra,640,105,IS,EU,105,Iceland,66.039264,-17.343162,,,,,,,0,,,
,,,False,2024-02-20T07:43:00Z,293188,6A5241C3-3179-4057-B1AA-95B9918D22DA,,19,20091,,,,,"[{'ID': 524233, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '1', 'StatusTypeID': None, 'StatusType': None, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': None, 'Comments': 'Mode 4'}, {'ID': 524234, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '2', 'StatusTypeID': None, 'StatusType': None, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': None, 'Comments': 'Mode 4'}, {'ID': 524235, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '3', 'StatusTypeID': None, 'StatusType': None, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': None, 'Comments': 'Mode 4'}, {'ID': 524236, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': '4', 'StatusTypeID': None, 'StatusType': None, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': None, 'Comments': 'Mode 4'}]",4,,,,0.0,2024-02-20T07:43:00Z,,2,2024-02-20T07:43:00Z,100,https://nobil.no/,"NOBIL is an open, publicly owned charging point database for the Nordic countries.",True,30,Partially Automated (Ad-Hoc Import),False,True,True,NOBIL by Enova is licensed under a Creative Commons Attribution 4.0 International (CC BY 4.0) License.,2024-02-20T07:44:16.16Z,19,NOBIL,,,,,,,,,,,,,,,,,,,True,0.0,Unknown,True,100,Imported and Published,293575,Ísorka - Olís Borgarnesi,Brúartorg ,,Borgarnesi,Vesturland,310,105,IS,EU,105,Iceland,64.544737,-21.907404,,,,,,,0,,,
,,,False,2024-02-20T07:43:00Z,293187,CB2B0BAA-3219-4A24-86CE-71FC57B5CF24,,19,20408,,,,,"[{'ID': 524232, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': '1', 'StatusTypeID': None, 'StatusType': None, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': None, 'Comments': 'Mode 3'}]",1,,,,0.0,2024-02-20T07:43:00Z,,2,2024-02-20T07:43:00Z,100,https://nobil.no/,"NOBIL is an open, publicly owned charging point database for the Nordic countries.",True,30,Partially Automated (Ad-Hoc Import),False,True,True,NOBIL by Enova is licensed under a Creative Commons Attribution 4.0 International (CC BY 4.0) License.,2024-02-20T07:44:16.16Z,19,NOBIL,,,,,,,,,,,,,,,,,,,True,0.0,Unknown,True,100,Imported and Published,293574,Landsbankinn Reykjavík - Claim - tekinn niður,Arnarhlíð 1,,Reykjavík,Höfuðborgarsvæði,101,105,IS,EU,105,Iceland,64.149066,-21.935189,,,,,,,0,,,
