"id";"lat";"lon";"amenity";"city";"state";"country";"scraped_country_code";"scraped_country_name";"authentication:nfc";"capacity";"capacity:car";"motorcar";"operator";"operator:wikidata";"socket:schuko";"socket:schuko:current";"socket:schuko:voltage";"socket:type2";"socket:type2:current";"socket:type2:voltage";"ref";"addr:housenumber";"addr:street";"addr:postcode";"brand";"charge";"opening_hours";"fee"
"5838835243";"49.3029684";"14.1365451";"charging_station";"Okres Pisek";"Czechia";"Jihocesky";"N/A";"N/A";"yes";"4";"";"yes";"ČEZ";"Q336735";"";"";"";"2";"32";"400";"";"2454";"Hradišťská";"39701";"";"";"24/7";"yes"
"8398837073";"49.3088178";"14.1437978";"charging_station";"Okres Pisek";"Czechia";"Jihocesky";"N/A";"N/A";"";"3";"";"";"E.ON";"Q270223";"";"";"";"1";"";"";"";"";"";"";"";"";"";"yes"
"8678734873";"49.0509392";"14.4323771";"charging_station";"Okres Ceske Budejovice";"Czechia";"Jihocesky";"N/A";"N/A";"";"2";"";"";"E.ON";"Q270223";"";"";"";"2";"";"";"";"";"";"";"";"";"";"yes"
"9047345833";"49.1809888";"14.3863475";"charging_station";"";"Czechia";"Jihocesky";"N/A";"N/A";"";"";"";"";"ČEZ";"Q336735";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"9097865343";"49.3035559";"14.1398707";"charging_station";"Okres Pisek";"Czechia";"Jihocesky";"N/A";"N/A";"";"2";"";"yes";"PRE";"Q15870812";"";"";"";"2";"";"";"";"";"";"";"";"";"24/7";""
"9248914529";"49.303954";"14.1395086";"charging_station";"Okres Pisek";"Czechia";"Jihocesky";"N/A";"N/A";"";"2";"";"";"E.ON";"Q270223";"";"";"";"";"";"";"";"";"";"";"";"";"";"yes"
"9376407167";"49.2989278";"14.1419625";"charging_station";"Okres Pisek";"Czechia";"Jihocesky";"N/A";"N/A";"";"";"";"";"ČEZ";"Q336735";"";"";"";"1";"";"";"";"";"";"";"";"";"";""
"9443099096";"49.2987059";"14.1455599";"charging_station";"Okres Pisek";"Czechia";"Jihocesky";"N/A";"N/A";"";"";"";"";"Swarco";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"10305161139";"49.0428122";"14.4446889";"charging_station";"Okres Ceske Budejovice";"Czechia";"Jihocesky";"N/A";"N/A";"";"";"";"no";"";"";"2";"";"";"";"";"";"103";"1276";"Sportovní";"373 41";"Powerbox.one";"";"Apr-Oct: Mo-Su 10:00-19:00";"no"
"10305163536";"49.0488844";"14.4431603";"charging_station";"Okres Ceske Budejovice";"Czechia";"Jihocesky";"N/A";"N/A";"";"";"";"no";"Ředitelství vodních cest ČR";"Q10513472";"";"";"";"";"";"";"72";"1333";"Podskalí";"373 41";"Powerbox.one";"";"Apr-Oct: Mo-Su 09:00-19:00";"no"
"10607547219";"49.2965333";"14.1615889";"charging_station";"Okres Pisek";"Czechia";"Jihocesky";"N/A";"N/A";"";"";"";"no";"CYKLOŠVEC";"Q54940341";"";"";"";"";"";"";"251";"2509";"U Hřebčince";"397 01";"Powerbox.one";"";"Apr-Oct: Mo-Fr 08:00-17:00; Apr-Oct: Sa 09:00-12:00";"no"
