UserComments,PercentageSimilarity,MediaItems,IsRecentlyVerified,DateLastVerified,ID,UUID,ParentChargePointID,DataProviderID,DataProvidersReference,OperatorID,OperatorsReference,UsageTypeID,UsageCost,Connections,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,DateLastStatusUpdate,MetadataValues,DataQualityLevel,DateCreated,SubmissionStatusTypeID,DataProvider.WebsiteURL,DataProvider.Comments,DataProvider.DataProviderStatusType.IsProviderEnabled,DataProvider.DataProviderStatusType.ID,DataProvider.DataProviderStatusType.Title,DataProvider.IsRestrictedEdit,DataProvider.IsOpenDataLicensed,DataProvider.IsApprovedImport,DataProvider.License,DataProvider.DateLastImported,DataProvider.ID,DataProvider.Title,OperatorInfo.WebsiteURL,OperatorInfo.Comments,OperatorInfo.PhonePrimaryContact,OperatorInfo.PhoneSecondaryContact,OperatorInfo.IsPrivateIndividual,OperatorInfo.AddressInfo,OperatorInfo.BookingURL,OperatorInfo.ContactEmail,OperatorInfo.FaultReportEmail,OperatorInfo.IsRestrictedEdit,OperatorInfo.ID,OperatorInfo.Title,UsageType.IsPayAtLocation,UsageType.IsMembershipRequired,UsageType.IsAccessKeyRequired,UsageType.ID,UsageType.Title,StatusType.IsOperational,StatusType.IsUserSelectable,StatusType.ID,StatusType.Title,SubmissionStatus.IsLive,SubmissionStatus.ID,SubmissionStatus.Title,AddressInfo.ID,AddressInfo.Title,AddressInfo.AddressLine1,AddressInfo.AddressLine2,AddressInfo.Town,AddressInfo.StateOrProvince,AddressInfo.Postcode,AddressInfo.CountryID,AddressInfo.Country.ISOCode,AddressInfo.Country.ContinentCode,AddressInfo.Country.ID,AddressInfo.Country.Title,AddressInfo.Latitude,AddressInfo.Longitude,AddressInfo.ContactTelephone1,AddressInfo.ContactTelephone2,AddressInfo.ContactEmail,AddressInfo.AccessComments,AddressInfo.RelatedURL,AddressInfo.Distance,AddressInfo.DistanceUnit,OperatorInfo,UsageType
,,"[{'ID': 46244, 'ChargePointID': 312685, 'ItemURL': 'https://s3-ap-southeast-2.amazonaws.com/openchargemap/images/SI/OCM312685/OCM-312685.orig.2025051817090064.jpg', 'ItemThumbnailURL': 'https://s3-ap-southeast-2.amazonaws.com/openchargemap/images/SI/OCM312685/OCM-312685.thmb.2025051817090064.jpg', 'Comment': '', 'IsEnabled': True, 'IsVideo': False, 'IsFeaturedItem': False, 'IsExternalResource': False, 'MetadataValue': None, 'User': {'ID': 49921, 'IdentityProvider': None, 'Identifier': None, 'CurrentSessionToken': None, 'Username': 'Luka', 'Profile': None, 'Location': None, 'WebsiteURL': None, 'ReputationPoints': 77, 'Permissions': None, 'PermissionsRequested': None, 'DateCreated': None, 'DateLastLogin': None, 'IsProfilePublic': None, 'IsEmergencyChargingProvider': None, 'IsPublicChargingProvider': None, 'Latitude': None, 'Longitude': None, 'EmailAddress': None, 'EmailHash': None, 'ProfileImageURL': 'https://www.gravatar.com/avatar/9ae47e329e5d7a6cbe89622f277593f6?s=80&d=robohash', 'IsCurrentSessionTokenValid': None, 'APIKey': None, 'SyncedSettings': None}, 'DateCreated': '2025-05-18T17:09:00Z'}]",True,2025-05-21T17:09:00Z,312685,2703E353-66C8-46CE-B14C-ACAA2D725157,,1,,3302.0,,6.0,Free,"[{'ID': 602426, 'ConnectionTypeID': 1036, 'ConnectionType': {'FormalName': 'IEC 62196-2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 1036, 'Title': 'Type 2 (Tethered Connector) '}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 32, 'Voltage': 230, 'PowerKW': 11, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-05-21T17:09:00Z,,1,2025-05-18T17:08:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://easypark.fi/,"Parking operator, EV chargers activated by mobile phone app",,,False,,,,,False,3302.0,Easypark,False,False,False,6.0,"Private - For Staff, Visitors or Customers",True,True,50,Operational,True,200,Submission Published,313074,Rooms and apartments Jana,Vopovlje 29,, Cerklje na Gorenjskem, Cerklje na Gorenjskem,4207,205,SI,EU,205,Slovenia,46.22567472683863,14.492177268521118,,,,,,,0,,
,,,True,2025-05-05T08:59:00Z,312203,EBC521C3-FC11-4EA5-9E16-CF11A1817065,,1,,13.0,,4.0,"Dodatek k ceni v visini 0,03 €/min uporabe polnilnice se zaracunava za cas uporabe polnilnice nad 180 minut in se uporablja le od 6.00 do 19.00. Pristojbina €0.50 Cena/min se pricne obracunavati  po: 180 minut Dnevna tarifa  Cena na 1 min: €0.03 Cena/kWh: €0.35 Nona tarifa  Cena/kWh: €0.35","[{'ID': 601524, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 601525, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-05-05T08:59:00Z,,1,2025-05-02T08:57:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,http://www.petrol.eu/road/car/electrical-mobility-petrol,"PETROL is a fuel supplier and runs charge points in Slovenia, part of the CENTRAL EUROPEAN GREEN CORRIDORS (CEGC) PROJECT",,,False,,,,,False,13.0,PETROL,False,True,True,4.0,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,312592,Osnovna šola Prebold,Graščinska cesta 7,,Prebold,,3312,205,SI,EU,205,Slovenia,46.236267683187606,15.092756427626455,+386 1 230 4003,,,,,,0,,
,,,True,2025-04-28T10:59:00Z,311912,28D93D9B-551E-43C9-8322-BC723BF15C74,,1,,13.0,,4.0,0,"[{'ID': 600884, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 22, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': 2, 'Comments': None}, {'ID': 600885, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': None, 'CurrentTypeID': None, 'CurrentType': None, 'Quantity': 2, 'Comments': None}]",2,,,,50,2025-04-28T10:59:00Z,,1,2025-04-23T18:55:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,http://www.petrol.eu/road/car/electrical-mobility-petrol,"PETROL is a fuel supplier and runs charge points in Slovenia, part of the CENTRAL EUROPEAN GREEN CORRIDORS (CEGC) PROJECT",,,False,,,,,False,13.0,PETROL,False,True,True,4.0,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,312301,Javno parkirišče,Ločica ob Savinji,,Polzela,,3313,205,SI,EU,205,Slovenia,46.2585492131098,15.098561528510572,,,,,,,0,,
,,,True,2025-03-29T03:39:00Z,309448,30FC81BC-A808-46BB-87DD-E3A51303049C,,1,,3767.0,,1.0,0.35€/KWh,"[{'ID': 594456, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 32, 'Voltage': 240, 'PowerKW': 11, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 594457, 'ConnectionTypeID': 0, 'ConnectionType': {'FormalName': 'Not Specified', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 0, 'Title': 'Unknown'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 16, 'Voltage': 240, 'PowerKW': 3.8, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 2, 'Comments': None}]",1,To activate the charger you must call the number printed over the connector.,,,50,2025-03-29T03:39:00Z,,1,2025-03-10T17:48:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.elevat.eu/,,,,False,,,,,False,3767.0,Elevat/MasterCharge (EU),,,,1.0,Public,True,True,50,Operational,True,200,Submission Published,309837,Občina Miklavž na Dravskem Polju,Nad izviri 6,,Miklavž na Dravskem polju,Gorenjska,2204,205,SI,EU,205,Slovenia,46.50199086153816,15.703796156621138,,,,,,,0,,
,,,True,2025-01-23T07:44:00Z,308070,78764743-1E2E-4D22-9C1A-93E1472F010A,,1,,3767.0,,4.0,,"[{'ID': 588298, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': None, 'Voltage': None, 'PowerKW': 7, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}, {'ID': 588299, 'ConnectionTypeID': 28, 'ConnectionType': {'FormalName': 'CEE 7/4', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 28, 'Title': 'CEE 7/4 - Schuko - Type F'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 16, 'Voltage': 230, 'PowerKW': 3.6, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 1, 'Comments': None}]",1,,,,50,2025-01-23T07:44:00Z,,1,2025-01-19T15:55:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.elevat.eu/,,,,False,,,,,False,3767.0,Elevat/MasterCharge (EU),False,True,True,4.0,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,308459,Elevat AC Ribnica na Pohorju ,Ribnica na Pohorju 27,,Ribnica na Pohorju ,,2364,205,SI,EU,205,Slovenia,46.534919799999216,15.268246199996383,,,,,,,0,,
,,,True,2025-01-23T07:44:00Z,307843,A219687A-3E09-4152-9B99-315D6B3078BB,,1,,3302.0,,4.0,Free,"[{'ID': 587232, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 2, 'Comments': None}]",3,,,,50,2025-01-23T07:44:00Z,,1,2025-01-11T18:25:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://easypark.fi/,"Parking operator, EV chargers activated by mobile phone app",,,False,,,,,False,3302.0,Easypark,False,True,True,4.0,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,308232,Nightside parking Mandrač Koper,ul. 15. maja 18,,Koper,,6000,205,SI,EU,205,Slovenia,45.53999236954303,13.722952255855375,,,,,,,0,,
,,"[{'ID': 44631, 'ChargePointID': 307518, 'ItemURL': 'https://media.openchargemap.io/images/SI/OCM307518/OCM-307518.orig.2024122918091876.jpg', 'ItemThumbnailURL': 'https://media.openchargemap.io/images/SI/OCM307518/OCM-307518.thmb.2024122918091876.jpg', 'Comment': '', 'IsEnabled': True, 'IsVideo': False, 'IsFeaturedItem': False, 'IsExternalResource': False, 'MetadataValue': None, 'User': {'ID': 49921, 'IdentityProvider': None, 'Identifier': None, 'CurrentSessionToken': None, 'Username': 'Luka', 'Profile': None, 'Location': None, 'WebsiteURL': None, 'ReputationPoints': 77, 'Permissions': None, 'PermissionsRequested': None, 'DateCreated': None, 'DateLastLogin': None, 'IsProfilePublic': None, 'IsEmergencyChargingProvider': None, 'IsPublicChargingProvider': None, 'Latitude': None, 'Longitude': None, 'EmailAddress': None, 'EmailHash': None, 'ProfileImageURL': 'https://www.gravatar.com/avatar/9ae47e329e5d7a6cbe89622f277593f6?s=80&d=robohash', 'IsCurrentSessionTokenValid': None, 'APIKey': None, 'SyncedSettings': None}, 'DateCreated': '2024-12-29T18:09:00Z'}, {'ID': 44630, 'ChargePointID': 307518, 'ItemURL': 'https://media.openchargemap.io/images/SI/OCM307518/OCM-307518.orig.2024122918080668.jpg', 'ItemThumbnailURL': 'https://media.openchargemap.io/images/SI/OCM307518/OCM-307518.thmb.2024122918080668.jpg', 'Comment': '', 'IsEnabled': True, 'IsVideo': False, 'IsFeaturedItem': False, 'IsExternalResource': False, 'MetadataValue': None, 'User': {'ID': 49921, 'IdentityProvider': None, 'Identifier': None, 'CurrentSessionToken': None, 'Username': 'Luka', 'Profile': None, 'Location': None, 'WebsiteURL': None, 'ReputationPoints': 77, 'Permissions': None, 'PermissionsRequested': None, 'DateCreated': None, 'DateLastLogin': None, 'IsProfilePublic': None, 'IsEmergencyChargingProvider': None, 'IsPublicChargingProvider': None, 'Latitude': None, 'Longitude': None, 'EmailAddress': None, 'EmailHash': None, 'ProfileImageURL': 'https://www.gravatar.com/avatar/9ae47e329e5d7a6cbe89622f277593f6?s=80&d=robohash', 'IsCurrentSessionTokenValid': None, 'APIKey': None, 'SyncedSettings': None}, 'DateCreated': '2024-12-29T18:08:00Z'}]",True,2025-01-23T07:49:00Z,307518,A2799BB0-053A-4515-AF64-A6C3D6DB0910,,1,,3767.0,,1.0,0,"[{'ID': 586602, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 16, 'Voltage': 400, 'PowerKW': 11, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 2, 'Comments': None}]",1,,,,50,2025-01-23T07:49:00Z,,1,2024-12-29T14:28:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.elevat.eu/,,,,False,,,,,False,3767.0,Elevat/MasterCharge (EU),,,,1.0,Public,True,True,50,Operational,True,200,Submission Published,307907,Občina Kopen,Komen 92,,Komen,,,205,SI,EU,205,Slovenia,45.817214830343715,13.746468025220224,,,,,,,0,,
,,,True,2025-01-23T07:54:00Z,306956,73FF161A-2B6E-4573-A162-4DB4A8993773,,1,,23.0,,4.0,0.35 €/KWh,"[{'ID': 585724, 'ConnectionTypeID': 25, 'ConnectionType': {'FormalName': 'IEC 62196-2 Type 2', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 25, 'Title': 'Type 2 (Socket Only)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 2, 'Level': {'Comments': 'Over 2 kW, usually non-domestic socket type', 'IsFastChargeCapable': False, 'ID': 2, 'Title': 'Level 2 : Medium (Over 2kW)'}, 'Amps': 32, 'Voltage': 400, 'PowerKW': 22, 'CurrentTypeID': 20, 'CurrentType': {'Description': 'Alternating Current - Three Phase', 'ID': 20, 'Title': 'AC (Three-Phase)'}, 'Quantity': 2, 'Comments': None}]",2,To activate use justCHARGE app,,,50,2025-01-23T07:54:00Z,,1,2024-12-12T14:45:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,http://www.teslamotors.com,,,,False,,,,,False,23.0,Tesla (Tesla-only charging),False,True,True,4.0,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,307345,Cesta XIV. divizije,Cesta XIV. divizije,Greenwich,Maribor,Gorenska,2000,205,SI,EU,205,Slovenia,46.551026688070635,15.662343059324968,,,,,,,0,,
,,,False,2024-11-12T16:34:00Z,305994,8939898A-44FB-467C-8434-9898E6520622,,1,,3767.0,,1.0,,"[{'ID': 579635, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': 15, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}, {'ID': 579636, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': 15, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}, {'ID': 579637, 'ConnectionTypeID': 28, 'ConnectionType': {'FormalName': 'CEE 7/4', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 28, 'Title': 'CEE 7/4 - Schuko - Type F'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 1, 'Level': {'Comments': 'Under 2 kW, usually domestic socket types', 'IsFastChargeCapable': False, 'ID': 1, 'Title': 'Level 1 : Low (Under 2kW)'}, 'Amps': 10, 'Voltage': 230, 'PowerKW': 2, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 2, 'Comments': None}]",2,,,,50,2024-11-12T16:34:00Z,,1,2024-11-09T16:33:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.elevat.eu/,,,,False,,,,,False,3767.0,Elevat/MasterCharge (EU),,,,1.0,Public,True,True,50,Operational,True,200,Submission Published,306383,Cankova,Cankova,,Cankovo,Koroška,9261,205,SI,EU,205,Slovenia,46.717889262291465,16.019337138405376,,,,,,,0,,
,,,False,2024-10-14T08:09:00Z,304972,99B47DC6-6ED5-4326-94E1-CA928FC9C178,,1,,3767.0,,4.0,0.3 €/KWh,"[{'ID': 577245, 'ConnectionTypeID': 33, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration FF', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 33, 'Title': 'CCS (Type 2)'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': 13, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}, {'ID': 577246, 'ConnectionTypeID': 2, 'ConnectionType': {'FormalName': 'IEC 62196-3 Configuration AA', 'IsDiscontinued': None, 'IsObsolete': None, 'ID': 2, 'Title': 'CHAdeMO'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': None, 'Level': None, 'Amps': None, 'Voltage': None, 'PowerKW': 13, 'CurrentTypeID': 30, 'CurrentType': {'Description': 'Direct Current', 'ID': 30, 'Title': 'DC'}, 'Quantity': 1, 'Comments': None}, {'ID': 577247, 'ConnectionTypeID': 28, 'ConnectionType': {'FormalName': 'CEE 7/4', 'IsDiscontinued': False, 'IsObsolete': False, 'ID': 28, 'Title': 'CEE 7/4 - Schuko - Type F'}, 'Reference': None, 'StatusTypeID': 50, 'StatusType': {'IsOperational': True, 'IsUserSelectable': True, 'ID': 50, 'Title': 'Operational'}, 'LevelID': 1, 'Level': {'Comments': 'Under 2 kW, usually domestic socket types', 'IsFastChargeCapable': False, 'ID': 1, 'Title': 'Level 1 : Low (Under 2kW)'}, 'Amps': 10, 'Voltage': 230, 'PowerKW': 2.3, 'CurrentTypeID': 10, 'CurrentType': {'Description': 'Alternating Current - Single Phase', 'ID': 10, 'Title': 'AC (Single-Phase)'}, 'Quantity': 2, 'Comments': None}]",2,,,,50,2024-10-14T08:09:00Z,,1,2024-10-09T08:13:00Z,200,http://openchargemap.org,,True,1,Manual Data Entry,False,True,True,Licensed under Creative Commons Attribution 4.0 International (CC BY 4.0),,1,Open Charge Map Contributors,https://www.elevat.eu/,,,,False,,,,,False,3767.0,Elevat/MasterCharge (EU),False,True,True,4.0,Public - Membership Required,True,True,50,Operational,True,200,Submission Published,305361,Plintovec,Plintovec,,,,2201,205,SI,EU,205,Slovenia,46.636792101114565,15.618034266790346,,,,,,,0,,
